time,hub,price
2025-06-01 00:00:00-07:00,TH_NP15_GEN-APND,34.10791
2025-06-01 00:00:00-07:00,TH_SP15_GEN-APND,37.25251
2025-06-01 00:00:00-07:00,TH_ZP26_GEN-APND,36.76556
2025-06-01 01:00:00-07:00,TH_NP15_GEN-APND,33.76879
2025-06-01 01:00:00-07:00,TH_SP15_GEN-APND,37.01459
2025-06-01 01:00:00-07:00,TH_ZP26_GEN-APND,36.56747
2025-06-01 02:00:00-07:00,TH_NP15_GEN-APND,33.3276
2025-06-01 02:00:00-07:00,TH_SP15_GEN-APND,36.48273
2025-06-01 02:00:00-07:00,TH_ZP26_GEN-APND,35.8948
2025-06-01 03:00:00-07:00,TH_NP15_GEN-APND,33.39201
2025-06-01 03:00:00-07:00,TH_SP15_GEN-APND,36.61761
2025-06-01 03:00:00-07:00,TH_ZP26_GEN-APND,35.9876
2025-06-01 04:00:00-07:00,TH_NP15_GEN-APND,31.5423
2025-06-01 04:00:00-07:00,TH_SP15_GEN-APND,34.09849
2025-06-01 04:00:00-07:00,TH_ZP26_GEN-APND,33.58582
2025-06-01 05:00:00-07:00,TH_NP15_GEN-APND,30.45876
2025-06-01 05:00:00-07:00,TH_SP15_GEN-APND,32.55608
2025-06-01 05:00:00-07:00,TH_ZP26_GEN-APND,32.28999
2025-06-01 06:00:00-07:00,TH_NP15_GEN-APND,30.41749
2025-06-01 06:00:00-07:00,TH_SP15_GEN-APND,31.53725
2025-06-01 06:00:00-07:00,TH_ZP26_GEN-APND,31.54759
2025-06-01 07:00:00-07:00,TH_NP15_GEN-APND,27.59262
2025-06-01 07:00:00-07:00,TH_SP15_GEN-APND,23.7207
2025-06-01 07:00:00-07:00,TH_ZP26_GEN-APND,23.09088
2025-06-01 08:00:00-07:00,TH_NP15_GEN-APND,27.21581
2025-06-01 08:00:00-07:00,TH_SP15_GEN-APND,23.0078
2025-06-01 08:00:00-07:00,TH_ZP26_GEN-APND,21.86951
2025-06-01 09:00:00-07:00,TH_NP15_GEN-APND,28.35986
2025-06-01 09:00:00-07:00,TH_SP15_GEN-APND,22.10245
2025-06-01 09:00:00-07:00,TH_ZP26_GEN-APND,20.00824
2025-06-01 10:00:00-07:00,TH_NP15_GEN-APND,24.71768
2025-06-01 10:00:00-07:00,TH_SP15_GEN-APND,23.93494
2025-06-01 10:00:00-07:00,TH_ZP26_GEN-APND,22.39233
2025-06-01 11:00:00-07:00,TH_NP15_GEN-APND,24.13912
2025-06-01 11:00:00-07:00,TH_SP15_GEN-APND,23.43504
2025-06-01 11:00:00-07:00,TH_ZP26_GEN-APND,21.73919
2025-06-01 12:00:00-07:00,TH_NP15_GEN-APND,25.95987
2025-06-01 12:00:00-07:00,TH_SP15_GEN-APND,24.38548
2025-06-01 12:00:00-07:00,TH_ZP26_GEN-APND,22.694
2025-06-01 13:00:00-07:00,TH_NP15_GEN-APND,26.06796
2025-06-01 13:00:00-07:00,TH_SP15_GEN-APND,23.85843
2025-06-01 13:00:00-07:00,TH_ZP26_GEN-APND,22.37477
2025-06-01 14:00:00-07:00,TH_NP15_GEN-APND,26.31521
2025-06-01 14:00:00-07:00,TH_SP15_GEN-APND,24.20244
2025-06-01 14:00:00-07:00,TH_ZP26_GEN-APND,22.63707
2025-06-01 15:00:00-07:00,TH_NP15_GEN-APND,29.82983
2025-06-01 15:00:00-07:00,TH_SP15_GEN-APND,26.21193
2025-06-01 15:00:00-07:00,TH_ZP26_GEN-APND,25.31267
2025-06-01 16:00:00-07:00,TH_NP15_GEN-APND,32.32084
2025-06-01 16:00:00-07:00,TH_SP15_GEN-APND,31.71789
2025-06-01 16:00:00-07:00,TH_ZP26_GEN-APND,28.90029
2025-06-01 17:00:00-07:00,TH_NP15_GEN-APND,37.86336
2025-06-01 17:00:00-07:00,TH_SP15_GEN-APND,37.43101
2025-06-01 17:00:00-07:00,TH_ZP26_GEN-APND,36.41926
2025-06-01 18:00:00-07:00,TH_NP15_GEN-APND,44.38042
2025-06-01 18:00:00-07:00,TH_SP15_GEN-APND,43.65102
2025-06-01 18:00:00-07:00,TH_ZP26_GEN-APND,43.62721
2025-06-01 19:00:00-07:00,TH_NP15_GEN-APND,44.83121
2025-06-01 19:00:00-07:00,TH_SP15_GEN-APND,46.05487
2025-06-01 19:00:00-07:00,TH_ZP26_GEN-APND,45.74489
2025-06-01 20:00:00-07:00,TH_NP15_GEN-APND,44.29157
2025-06-01 20:00:00-07:00,TH_SP15_GEN-APND,46.07014
2025-06-01 20:00:00-07:00,TH_ZP26_GEN-APND,45.96155
2025-06-01 21:00:00-07:00,TH_NP15_GEN-APND,42.75434
2025-06-01 21:00:00-07:00,TH_SP15_GEN-APND,44.93
2025-06-01 21:00:00-07:00,TH_ZP26_GEN-APND,44.94018
2025-06-01 22:00:00-07:00,TH_NP15_GEN-APND,39.78918
2025-06-01 22:00:00-07:00,TH_SP15_GEN-APND,43.34682
2025-06-01 22:00:00-07:00,TH_ZP26_GEN-APND,42.97649
2025-06-01 23:00:00-07:00,TH_NP15_GEN-APND,38.47407
2025-06-01 23:00:00-07:00,TH_SP15_GEN-APND,42.8777
2025-06-01 23:00:00-07:00,TH_ZP26_GEN-APND,42.25513
2025-06-02 00:00:00-07:00,TH_NP15_GEN-APND,32.632
2025-06-02 00:00:00-07:00,TH_SP15_GEN-APND,37.81548
2025-06-02 00:00:00-07:00,TH_ZP26_GEN-APND,37.08854
2025-06-02 01:00:00-07:00,TH_NP15_GEN-APND,35.23543
2025-06-02 01:00:00-07:00,TH_SP15_GEN-APND,40.66685
2025-06-02 01:00:00-07:00,TH_ZP26_GEN-APND,39.82286
2025-06-02 02:00:00-07:00,TH_NP15_GEN-APND,32.08216
2025-06-02 02:00:00-07:00,TH_SP15_GEN-APND,36.84035
2025-06-02 02:00:00-07:00,TH_ZP26_GEN-APND,36.06316
2025-06-02 03:00:00-07:00,TH_NP15_GEN-APND,31.4103
2025-06-02 03:00:00-07:00,TH_SP15_GEN-APND,36.83648
2025-06-02 03:00:00-07:00,TH_ZP26_GEN-APND,35.89364
2025-06-02 04:00:00-07:00,TH_NP15_GEN-APND,35.34785
2025-06-02 04:00:00-07:00,TH_SP15_GEN-APND,40.80392
2025-06-02 04:00:00-07:00,TH_ZP26_GEN-APND,39.83608
2025-06-02 05:00:00-07:00,TH_NP15_GEN-APND,36.17766
2025-06-02 05:00:00-07:00,TH_SP15_GEN-APND,40.93783
