Time,Large Hydro,Small Hydro
2019-06-01 00:00:00-07:00,4838,493
2019-06-01 00:05:00-07:00,4888,492
2019-06-01 00:10:00-07:00,4913,490
2019-06-01 00:15:00-07:00,4913,488
2019-06-01 00:20:00-07:00,4957,487
2019-06-01 00:25:00-07:00,4984,489
2019-06-01 00:30:00-07:00,4925,489
2019-06-01 00:35:00-07:00,4894,490
2019-06-01 00:40:00-07:00,4860,492
2019-06-01 00:45:00-07:00,4806,492
2019-06-01 00:50:00-07:00,4779,492
2019-06-01 00:55:00-07:00,4748,492
2019-06-01 01:00:00-07:00,4733,492
2019-06-01 01:05:00-07:00,4825,494
2019-06-01 01:10:00-07:00,4916,494
2019-06-01 01:15:00-07:00,4927,507
2019-06-01 01:20:00-07:00,4865,508
2019-06-01 01:25:00-07:00,4871,508
2019-06-01 01:30:00-07:00,4868,509
2019-06-01 01:35:00-07:00,4851,508
2019-06-01 01:40:00-07:00,4859,507
2019-06-01 01:45:00-07:00,4871,508
2019-06-01 01:50:00-07:00,4878,507
2019-06-01 01:55:00-07:00,4885,506
2019-06-01 02:00:00-07:00,4867,507
2019-06-01 02:05:00-07:00,4830,506
2019-06-01 02:10:00-07:00,4819,506
2019-06-01 02:15:00-07:00,4816,506
2019-06-01 02:20:00-07:00,4832,506
2019-06-01 02:25:00-07:00,4830,505
2019-06-01 02:30:00-07:00,4828,506
2019-06-01 02:35:00-07:00,4816,505
2019-06-01 02:40:00-07:00,4810,505
2019-06-01 02:45:00-07:00,4781,505
2019-06-01 02:50:00-07:00,4791,506
2019-06-01 02:55:00-07:00,4846,506
2019-06-01 03:00:00-07:00,4886,506
2019-06-01 03:05:00-07:00,4973,507
2019-06-01 03:10:00-07:00,4993,507
2019-06-01 03:15:00-07:00,4993,507
2019-06-01 03:20:00-07:00,5001,507
2019-06-01 03:25:00-07:00,4997,508
2019-06-01 03:30:00-07:00,4998,505
2019-06-01 03:35:00-07:00,4990,504
2019-06-01 03:40:00-07:00,4973,503
2019-06-01 03:45:00-07:00,4944,503
2019-06-01 03:50:00-07:00,4918,505
