Time,Large Hydro,Small Hydro
2020-06-01 00:00:00-07:00,2889,357
2020-06-01 00:05:00-07:00,2666,353
2020-06-01 00:10:00-07:00,2626,347
2020-06-01 00:15:00-07:00,2644,347
2020-06-01 00:20:00-07:00,2675,346
2020-06-01 00:25:00-07:00,2693,346
2020-06-01 00:30:00-07:00,2684,346
2020-06-01 00:35:00-07:00,2691,346
2020-06-01 00:40:00-07:00,2667,347
2020-06-01 00:45:00-07:00,2616,346
2020-06-01 00:50:00-07:00,2617,347
2020-06-01 00:55:00-07:00,2603,347
2020-06-01 01:00:00-07:00,2492,347
2020-06-01 01:05:00-07:00,2290,347
2020-06-01 01:10:00-07:00,2172,347
2020-06-01 01:15:00-07:00,2158,347
2020-06-01 01:20:00-07:00,2164,347
2020-06-01 01:25:00-07:00,2159,347
2020-06-01 01:30:00-07:00,2145,348
2020-06-01 01:35:00-07:00,2106,347
2020-06-01 01:40:00-07:00,2073,347
2020-06-01 01:45:00-07:00,2070,347
2020-06-01 01:50:00-07:00,2091,348
2020-06-01 01:55:00-07:00,2130,348
2020-06-01 02:00:00-07:00,2125,348
2020-06-01 02:05:00-07:00,2078,349
2020-06-01 02:10:00-07:00,2019,350
2020-06-01 02:15:00-07:00,2021,349
2020-06-01 02:20:00-07:00,2017,349
2020-06-01 02:25:00-07:00,2028,349
2020-06-01 02:30:00-07:00,2031,350
2020-06-01 02:35:00-07:00,2061,350
2020-06-01 02:40:00-07:00,2019,349
2020-06-01 02:45:00-07:00,1997,349
2020-06-01 02:50:00-07:00,1936,350
2020-06-01 02:55:00-07:00,1906,350
2020-06-01 03:00:00-07:00,1885,350
2020-06-01 03:05:00-07:00,1959,351
2020-06-01 03:10:00-07:00,2003,351
2020-06-01 03:15:00-07:00,1984,351
2020-06-01 03:20:00-07:00,1925,351
2020-06-01 03:25:00-07:00,1891,351
2020-06-01 03:30:00-07:00,1886,351
2020-06-01 03:35:00-07:00,1940,351
2020-06-01 03:40:00-07:00,1979,351
2020-06-01 03:45:00-07:00,1988,352
2020-06-01 03:50:00-07:00,2018,352
2020-06-01 03:55:00-07:00,2022,353
2020-06-01 04:00:00-07:00,2033,353
2020-06-01 04:05:00-07:00,2205,353
2020-06-01 04:10:00-07:00,2214,353
2020-06-01 04:15:00-07:00,2229,353
2020-06-01 04:20:00-07:00,2274,353
2020-06-01 04:25:00-07:00,2288,353
2020-06-01 04:30:00-07:00,2289,353
2020-06-01 04:35:00-07:00,2307,352
2020-06-01 04:40:00-07:00,2305,352
2020-06-01 04:45:00-07:00,2298,352
2020-06-01 04:50:00-07:00,2274,352
2020-06-01 04:55:00-07:00,2244,351
2020-06-01 05:00:00-07:00,2255,351
2020-06-01 05:05:00-07:00,2472,351
2020-06-01 05:10:00-07:00,2641,351
2020-06-01 05:15:00-07:00,2628,352
2020-06-01 05:20:00-07:00,2654,351
2020-06-01 05:25:00-07:00,2645,352
2020-06-01 05:30:00-07:00,2644,351
2020-06-01 05:35:00-07:00,2659,350
2020-06-01 05:40:00-07:00,2672,350
2020-06-01 05:45:00-07:00,2690,350
2020-06-01 05:50:00-07:00,2692,351
2020-06-01 05:55:00-07:00,2652,351
2020-06-01 06:00:00-07:00,2542,350
2020-06-01 06:05:00-07:00,2347,350
2020-06-01 06:10:00-07:00,2299,355
2020-06-01 06:15:00-07:00,2318,358
2020-06-01 06:20:00-07:00,2357,358
2020-06-01 06:25:00-07:00,2248,358
2020-06-01 06:30:00-07:00,2200,358
2020-06-01 06:35:00-07:00,2199,358
2020-06-01 06:40:00-07:00,2202,359
2020-06-01 06:45:00-07:00,2220,359
2020-06-01 06:50:00-07:00,2214,358
2020-06-01 06:55:00-07:00,2216,358
2020-06-01 07:00:00-07:00,2146,358
2020-06-01 07:05:00-07:00,2167,357
2020-06-01 07:10:00-07:00,2194,355
2020-06-01 07:15:00-07:00,2144,354
2020-06-01 07:20:00-07:00,2190,354
2020-06-01 07:25:00-07:00,2186,356
2020-06-01 07:30:00-07:00,2100,352
2020-06-01 07:35:00-07:00,2073,352
2020-06-01 07:40:00-07:00,2100,352
2020-06-01 07:45:00-07:00,2068,353
2020-06-01 07:50:00-07:00,2095,352
2020-06-01 07:55:00-07:00,2083,352
2020-06-01 08:00:00-07:00,1959,352
2020-06-01 08:05:00-07:00,1900,352
2020-06-01 08:10:00-07:00,1915,353
2020-06-01 08:15:00-07:00,1867,353
2020-06-01 08:20:00-07:00,1834,353
2020-06-01 08:25:00-07:00,1838,352
2020-06-01 08:30:00-07:00,1985,352
2020-06-01 08:35:00-07:00,2028,353
2020-06-01 08:40:00-07:00,1899,353
2020-06-01 08:45:00-07:00,1750,352
2020-06-01 08:50:00-07:00,1818,352
2020-06-01 08:55:00-07:00,1973,352
2020-06-01 09:00:00-07:00,2008,353
2020-06-01 09:05:00-07:00,1675,349
2020-06-01 09:10:00-07:00,1560,346
2020-06-01 09:15:00-07:00,1566,346
2020-06-01 09:20:00-07:00,1595,345
2020-06-01 09:25:00-07:00,1597,345
2020-06-01 09:30:00-07:00,1615,345
2020-06-01 09:35:00-07:00,1634,346
2020-06-01 09:40:00-07:00,1800,346
2020-06-01 09:45:00-07:00,1871,347
2020-06-01 09:50:00-07:00,1669,347
2020-06-01 09:55:00-07:00,1484,346
2020-06-01 10:00:00-07:00,1484,347
2020-06-01 10:05:00-07:00,1656,354
2020-06-01 10:10:00-07:00,1881,357
2020-06-01 10:15:00-07:00,1964,357
2020-06-01 10:20:00-07:00,1773,356
2020-06-01 10:25:00-07:00,1632,355
2020-06-01 10:30:00-07:00,1587,355
2020-06-01 10:35:00-07:00,1754,356
2020-06-01 10:40:00-07:00,1719,356
2020-06-01 10:45:00-07:00,1749,355
2020-06-01 10:50:00-07:00,1740,356
2020-06-01 10:55:00-07:00,1794,355
2020-06-01 11:00:00-07:00,1805,356
2020-06-01 11:05:00-07:00,1738,356
