year,snowpack_pct,price_mean,price_peak,price_vol,price_vol_hourly,hydro_gwh,temp_mean_c
2016,90.99965134233202,34.13946251557095,50.48835291666666,5.2362743576911175,10.759894595666804,,36.82459016393443
2017,174.48005780543838,41.293282206220624,140.68279043478262,18.475245156695316,38.39686515053713,,35.88770491803279
2018,62.32616940581542,45.37206220583868,207.04291333333333,26.00085580626516,49.56183972140644,8309.48575,36.21311475409836
2023,235.97678916827851,48.61396349058769,236.5773086111111,28.181059922291738,50.53542741749841,9934.740083333332,35.42131147540983
2024,100.00709079364742,35.834167899449035,94.46259249999999,15.24332370641636,30.389587491380066,8859.0715,38.424590163934425
2025,82.59488379869588,36.181114360651975,58.633641250000004,8.21559521501131,15.15679622908556,7807.588666666666,36.85819672131147
